MB	Food No.	Food Name	Anal Type	Sample Qualifier	Replicate No.	Element	Conc	Unit	Trace	LOD	LOQ	Result Qualifier and Remarks	Method	Instrument	Batch ID
200302	305	"Coffee, from ground"	O			Iron	0	mg/kg		0.5	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	305	"Coffee, from ground"	O			Lead	0	mg/kg		0.004	0.02		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	327
200302	305	"Coffee, from ground"	O			Magnesium	10.9	mg/kg		3	8		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	305	"Coffee, from ground"	O			Manganese	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	305	"Coffee, from ground"	O			Nickel	0.026	mg/kg	TR	0.009	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	327
200302	305	"Coffee, from ground"	O			Phosphorus	8.87	mg/kg	TR	8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	305	"Coffee, from ground"	O			Potassium	142	mg/kg		6	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	305	"Coffee, from ground"	O			Selenium	0	mg/kg		0.008	0.03		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	323
200302	305	"Coffee, from ground"	O			Sodium	16.5	mg/kg	TR	5	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	305	"Coffee, from ground"	O			Zinc	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Arsenic	0	mg/kg		0.008	0.03		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	323
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Cadmium	0	mg/kg		0.0008	0.003		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	327
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Calcium	43.2	mg/kg		3	8		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Copper	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Iron	0	mg/kg		0.5	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Lead	0	mg/kg		0.004	0.02		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	327
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Magnesium	3	mg/kg	TR	3	8		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Manganese	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Nickel	0.009	mg/kg	TR	0.009	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	327
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Phosphorus	0	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Potassium	125	mg/kg		6	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Selenium	0	mg/kg		0.008	0.03		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	323
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Sodium	90.2	mg/kg		5	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	306	"Carbonated beverage, fruit-flavored, regular"	O			Zinc	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302110
200302	307	"Fruit drink (10% juice), canned or bottled"	O			Arsenic	0	mg/kg		0.008	0.03		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	322
200302	307	"Fruit drink (10% juice), canned or bottled"	O			Cadmium	0.002	mg/kg	TR	0.0008	0.003		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	032-5
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Calcium	36.1	mg/kg		3	8		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Copper	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Iron	0	mg/kg		0.5	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O			Lead	0	mg/kg		0.004	0.02		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	032-5
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Magnesium	14.6	mg/kg		3	8		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Manganese	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O			Nickel	0	mg/kg		0.009	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	032-5
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Phosphorus	424	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Potassium	177	mg/kg		6	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O			Selenium	0	mg/kg		0.008	0.03		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	322
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Sodium	365	mg/kg		5	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	307	"Fruit drink (10% juice), canned or bottled"	O	RAP	1	Zinc	0	mg/kg		0.2	0.7		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302136
200302	309	"BF, Infant formula, soy-based, RTF"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	321
200302	309	"BF, Infant formula, soy-based, RTF"	O			Cadmium	0.001	mg/kg	TR	0.0008	0.003		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	321
200302	309	"BF, Infant formula, soy-based, RTF"	O			Calcium	758	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Copper	0.854	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Iron	14.9	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Lead	0	mg/kg		0.004	0.02		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	321
200302	309	"BF, Infant formula, soy-based, RTF"	O			Magnesium	83	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Manganese	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	302
200302	309	"BF, Infant formula, soy-based, RTF"	O			Nickel	0.023	mg/kg	TR	0.009	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	321
200302	309	"BF, Infant formula, soy-based, RTF"	O			Phosphorus	588	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Potassium	902	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Selenium	0.031	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	321
200302	309	"BF, Infant formula, soy-based, RTF"	O			Sodium	295	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	309	"BF, Infant formula, soy-based, RTF"	O			Zinc	8.99	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	321
200302	313	"BF, bananas"	O			Cadmium	0.003	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	321
200302	313	"BF, bananas"	O			Calcium	46.3	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Copper	0.54	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Iron	1.74	mg/kg	TR	0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	321
200302	313	"BF, bananas"	O			Magnesium	150	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Manganese	1.58	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	302
200302	313	"BF, bananas"	O			Nickel	0.027	mg/kg	TR	0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	321
200302	313	"BF, bananas"	O			Phosphorus	155	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Potassium	1570	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Selenium	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	321
200302	313	"BF, bananas"	O			Sodium	29.4	mg/kg	TR	7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	313	"BF, bananas"	O			Zinc	1.3	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	317	"BF, teething biscuits"	O			Arsenic	0.012	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	321
200302	317	"BF, teething biscuits"	O			Cadmium	0.01	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	322
200302	317	"BF, teething biscuits"	O			Calcium	722	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	317	"BF, teething biscuits"	O			Copper	1.06	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	317	"BF, teething biscuits"	O			Iron	26	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	317	"BF, teething biscuits"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	322
200302	317	"BF, teething biscuits"	O			Magnesium	300	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
200302	317	"BF, teething biscuits"	O			Manganese	4.45	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200302227
